"PlayerID","Name","Season_future","Start_IP_future","ERA_Minus_future","Age","Start_IP_past1","ERA_past1","ERA_Minus_past1","FIP_past1","FIP_Minus_past1","xFIP_past1","xFIP_Minus_past1","SIERA_past1","K_Rate_past1","K_Rate_Plus_past1","BB_Rate_past1","BB_Rate_Plus_past1","K_BB_Rate_past1","WHIP_past1","WHIP_Plus_past1","GB_Rate_past1","GB_Rate_Plus_past1","Zone_Rate_past1","F_Strike_Rate_past1","CSW_Rate_past1","Stuff_Plus_past1","Location_Plus_past1","Pitching_Plus_past1","botStf_past1","botCmd_past1","botOvr_past1","xERA_past1","Start_IP_past2","ERA_past2","ERA_Minus_past2","FIP_past2","FIP_Minus_past2","xFIP_past2","xFIP_Minus_past2","SIERA_past2","K_Rate_past2","K_Rate_Plus_past2","BB_Rate_past2","BB_Rate_Plus_past2","K_BB_Rate_past2","WHIP_past2","WHIP_Plus_past2","GB_Rate_past2","GB_Rate_Plus_past2","Zone_Rate_past2","F_Strike_Rate_past2","CSW_Rate_past2","xERA_past2","Start_IP_past3","ERA_past3","ERA_Minus_past3","FIP_past3","FIP_Minus_past3","xFIP_past3","xFIP_Minus_past3","SIERA_past3","K_Rate_past3","K_Rate_Plus_past3","BB_Rate_past3","BB_Rate_Plus_past3","K_BB_Rate_past3","WHIP_past3","WHIP_Plus_past3","GB_Rate_past3","GB_Rate_Plus_past3","Zone_Rate_past3","F_Strike_Rate_past3","CSW_Rate_past3","xERA_past3","vFB_past1","Start_IP_past","ERA_past","ERA_Minus_past","FIP_past","FIP_Minus_past","xFIP_past","xFIP_Minus_past","SIERA_past","K_Rate_past","K_Rate_Plus_past","BB_Rate_past","BB_Rate_Plus_past","K_BB_Rate_past","WHIP_past","WHIP_Plus_past","GB_Rate_past","GB_Rate_Plus_past","Zone_Rate_past","F_Strike_Rate_past","CSW_Rate_past"
"27498_675911","Spencer Strider",2023,186.05999907,86.93667727,24,107.02999955,2.767089334,67.44175436,1.919879524,49.61491104,2.203024053,55.86013637,2.406948866,0.3811,168.4819476,0.0785,94.70572851,0.3025,0.987580705,77.20601165,0.419913419,96.72014891,0.4332,0.6097,0.3093,131.0012286,102.0246261,110.3323184,65.32801842,53.98437098,61.49731796,2.39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.05374593,107.02999955,2.767089334,67.44175436,1.919879524,49.61491104,2.203024053,55.86013637,2.406948866,0.3811,168.4819476,0.0785,94.70572851,0.3025,0.987580705,77.20601165,0.419913419,96.72014891,0.4332,0.6097,0.3093
"24492_680570","Grayson Rodriguez",2023,122,104.0719069,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19853_650633","Michael King",2023,40.029999541,53.22793353,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.472965496,129.1704669,4.953811655,114.33147,5.160932989,120.2705656,5.181675768,0.1754,76.11582136,0.1053,123.793281,0.0702,1.581078921,121.5130305,0.435897435,103.1805141,0.4447,0.5965,0.2752,4.76,14,8.357142857,190.332958,4.905705506,109.2339042,5.390041937,121.2253529,5.085390272,0.2353,101.1195733,0.1324,146.2621826,0.1029,1.785714286,135.0011598,0.38095238,90.06861014,0.4079,0.6324,0.2671,4.8,0,14,8.357142857,190.332958,4.905705506,109.2339042,5.390041937,121.2253529,5.085390272,0.2353,101.1195733,0.1324,146.2621826,0.1029,1.785714286,135.0011598,0.38095238,90.06861014,0.4079,0.6324,0.2671
"27483_676272","Bobby Miller",2023,124.02999955,88.19762006,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18684_645261","Sandy Alcantara",2023,184.05999907,94.28158898,27,228.05999907,2.282795432,56.18098342,2.985607841,76.40567651,3.293087721,82.75165216,3.41711924,0.2336,103.2984844,0.0564,68.06463372,0.1772,0.979590377,76.58135245,0.534201954,123.044633,0.4346,0.6242,0.2749,120.3160235,105.1759185,107.3115159,58.19510512,62.17859726,64.86503476,2.9,228.017999721,3.194484172,75.77762344,3.418003965,81.59532421,3.446053575,80.93865768,3.67839277,0.2401,103.0158606,0.0597,67.34058345,0.1804,1.074552514,83.09766243,0.533333333,122.5104515,0.4511,0.6404,0.2788,3.47,42,3,69.04985438,3.715229316,85.21196799,4.03812027,90.68091757,4.392800315,0.2267,96.06298378,0.0872,94.05418867,0.1395,1.19047619,89.38515179,0.49137931,113.7992123,0.4486,0.6105,0.2583,4.07,97.95501605,498.077998791,2.7606403384136,66.2373987828369,3.24508166145643,79.5240582368396,3.42593907214041,82.5902994646192,3.61900262590486,0.235993835907389,102.558973037355,0.0605079096126425,69.9247134984403,0.175485926294747,1.04084640667413,80.6441609747562,0.53019332026034,122.020474800368,0.443334168154297,0.630461050684933,0.27528562273254
"21584_663941","Tristan Beck",2023,12,178.2898346,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16162_605540","Brandon Woodruff",2023,67,52.08968094,30,153.03000183,3.052180696,75.28576767,3.079821041,77.03591872,3.137091844,78.90328465,3.025600019,0.3065,135.4937421,0.0677,81.70390832,0.2387,1.069567594,83.61549363,0.375661375,86.52741848,0.4263,0.6565,0.3097,113.6842292,106.944664,108.4594862,54.38189579,61.58747381,62.48962798,3.15,153.009000549,2.559484418,60.85174399,2.958133994,68.93005672,3.050359742,71.5297199,3.306071299,0.298,127.8446893,0.0607,68.46482906,0.2373,0.964685848,74.60141581,0.414578587,95.2316436,0.4562,0.6596,0.3004,3.27,73.059999085,3.054297166,68.29991781,3.204994446,71.93083746,3.292004339,74.03271246,3.303301383,0.3106,131.5811515,0.0614,66.25523749,0.2491,0.990949747,74.40400261,0.494382022,114.4946145,0.441,0.6655,0.3031,2.9,96.27641026,379.099001464,2.85373032951473,68.1137051980414,3.05483008995588,72.7804417359864,3.13194045744388,74.9885664183652,3.19232029890357,0.303859448311517,131.65245582885,0.0636605776006669,73.3831843131197,0.240139231935743,1.01208479695484,78.2020618993003,0.414248693924535,95.4303912885855,0.44120099177563,0.659485678909984,0.304674453396845
"16269_607644","John Means",2023,23.060000228,63.65047644,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.620446133,82.04945117,4.615481495,101.3699665,4.362336623,101.8103478,4.101061463,0.2271,98.53773644,0.0441,51.82532244,0.1831,1.029543062,79.12501767,0.329383886,77.96787955,0.4364,0.6932,0.2676,4.03,43.060000228,4.534347844,100.458575,5.595998194,118.522819,4.452225859,100.0326791,3.925144367,0.2386,102.5559309,0.0398,43.95252432,0.1989,0.984732108,74.44638691,0.43902439,103.7985814,0.4188,0.6364,0.2725,3.02,0,43.060000228,4.534347844,100.458575,5.595998194,118.522819,4.452225859,100.0326791,3.925144367,0.2386,102.5559309,0.0398,43.95252432,0.1989,0.984732108,74.44638691,0.43902439,103.7985814,0.4188,0.6364,0.2725
"26221_686752","Ryan Pepiot",2023,18,46.86271244,25,31.030000114,4.02128092,101.8894956,5.697538973,140.3438556,5.428739514,135.4374865,5.005365156,0.2628,116.18211,0.1606,193.6811458,0.1022,1.404256829,109.7804651,0.213333333,49.13782414,0.3785,0.6496,0.281,103.3899174,92.17636364,97.18826446,57.04895846,41.34183661,45.52607466,4.31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.07638256,31.030000114,4.02128092,101.8894956,5.697538973,140.3438556,5.428739514,135.4374865,5.005365156,0.2628,116.18211,0.1606,193.6811458,0.1022,1.404256829,109.7804651,0.213333333,49.13782414,0.3785,0.6496,0.281
"27782_694297","Brandon Pfaadt",2023,90,130.0212154,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12777_605154","John Brebbia",2023,11.059999943,55.01499007,33,11,0.818181818,21.03210376,2.385157082,63.15722604,4.403850294,110.1538032,4.233800155,0.1628,71.97586779,0.0233,28.04895982,0.1395,1,78.1769138,0.411764705,94.84322668,0.5305,0.7674,0.2744,105.7054878,105.6164634,109.0280488,52.31275287,68.40453823,68.2470639,3.49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.52716291,11,0.818181818,21.03210376,2.385157082,63.15722604,4.403850294,110.1538032,4.233800155,0.1628,71.97586779,0.0233,28.04895982,0.1395,1,78.1769138,0.411764705,94.84322668,0.5305,0.7674,0.2744
"22267_669373","Tarik Skubal",2023,80.029999541,65.26891328,26,117.05999907,3.518403636,90.37302275,2.959455738,75.28539045,3.399364571,85.96348803,3.577030161,0.2453,110.4028091,0.0671,83.59131127,0.1782,1.155804093,92.2701913,0.456790123,107.8561291,0.4451,0.6499,0.2774,90.62526151,101.2466527,99.43561715,44.91130404,54.77693909,50.76068862,3.31,117.017999721,4.38514041,101.1073231,5.056336738,118.8795,3.969283535,92.72459946,3.87146421,0.2619,113.6470657,0.0725,85.24809189,0.1895,1.238976179,95.22089524,0.386363636,91.45545582,0.4639,0.6425,0.2739,5.58,27,6,137.2767233,5.5988272,127.8471067,4.870910579,109.4940745,4.29016431,0.2672,114.8491707,0.0862,95.26655523,0.181,1.333333333,100.800866,0.277777777,65.67502821,0.3968,0.569,0.2619,4.48,94.7702951,261.077998791,4.16352465801665,100.034910315757,4.17225747239833,100.260539133934,3.80699186965851,91.4273631045954,3.78274916350289,0.25500514101955,112.316751230044,0.0714956105217892,85.5413213949683,0.183554351585812,1.21144233399928,94.4749488528893,0.40671121922924,96.1429103703693,0.448531305582635,0.638216774251142,0.27422829268319
"14765_628711","Julio Urías",2023,117.02999955,107.8377979,26,175,2.16,54.72915594,3.71242981,91.96641758,3.805686265,95.39729132,3.659023171,0.2409,106.5236876,0.0595,71.77114372,0.1814,0.96,75.04983725,0.3970276,91.44877696,0.4517,0.6662,0.2822,109.859833,105.8427107,107.5654518,54.65795908,64.57900763,65.80732172,2.81,175,2.956906602,72.21385071,3.126942416,72.460192,3.725676034,87.58761226,3.638597564,0.2617,112.2824379,0.051,57.49891539,0.2107,1.017951453,78.72056979,0.401622718,92.25558854,0.4738,0.7074,0.2979,3.1,49,3.489795918,79.78709701,3.86488918,86.44559966,4.978219338,111.6574997,4.913758923,0.198,83.89354218,0.0792,85.42479393,0.1188,1.204081633,90.40669638,0.335664335,77.73696643,0.4728,0.6139,0.275,3.42,93.57608696,399,2.67282871010526,65.4751727249123,3.47436017385965,82.7330603003509,3.91458934808772,93.9688611824561,3.80415492694737,0.244754385964912,106.270314609825,0.0581912280701754,67.1881585133333,0.186563157894737,1.01539224133333,78.5457377308772,0.391507163070175,90.1187351317544,0.463984210526316,0.677847368421053,0.288201754385965
"17874_641482","Nestor Cortes",2023,63.029999541,118.6422284,28,158.03000183,2.444215787,64.26493954,3.125061416,78.11315724,3.634577013,92.02057515,3.480331503,0.265,119.2957936,0.0618,76.9906558,0.2033,0.922107248,73.61369688,0.334951456,79.08789104,0.4316,0.6732,0.2832,106.3819732,103.3436054,104.4739748,51.66893974,58.25432939,60.67051145,2.7,158.009000549,3.068183308,72.41388069,4.206394447,97.22654693,4.50027022,104.9987974,4.126462727,0.2542,110.3034363,0.0576,67.77157568,0.1966,1.06363688,81.74528099,0.247474747,58.57931151,0.422,0.5797,0.2594,3.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.8119955,316.039002379,2.7561788156961,68.3391393601222,3.66569200337298,87.6692170278319,4.06739485317306,98.5092550635193,3.80337564678991,0.25960035883836,114.799913728032,0.0597001395482512,72.3814220510735,0.199950222612686,0.992867361568419,77.6792187568233,0.291216007981372,68.8342826884306,0.426800318967431,0.626453106609878,0.271300790773424
"25550_663362","Matt Waldron",2023,31.060000228,109.8068517,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17312_657006","Justin Steele",2023,173.03000183,70.73639923,27,119,3.176470588,79.31257931,3.204866784,81.39672777,3.475408818,87.24945425,3.808221539,0.2461,108.8072693,0.0977,117.7837228,0.1484,1.352941176,105.7687657,0.512121212,117.9586973,0.4554,0.5977,0.2598,96.15900345,98.57281697,98.549778,57.59935924,52.38485457,54.55566386,3.59,119,4.946561284,119.0470196,5.98682215,142.7949763,4.706741857,110.9157173,4.890404235,0.1979,84.90159756,0.1042,117.4251426,0.0938,1.442747041,111.5710075,0.456692913,104.9056032,0.4118,0.6042,0.2627,4.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.17748918,238,4.061515936,99.179799455,4.595844467,112.095852035,4.0910753375,99.082585775,4.349312887,0.222,96.85443343,0.10095,117.6044327,0.1211,1.3978441085,108.6698866,0.4844070625,111.43215025,0.4336,0.60095,0.26125
